,Titre,Company,Location,Salary,Summaries
1700,Ingénieur Développement WEB(Front/Back) h/f,Pharmagest,,,Il sera responsable de la qualification des données en les nettoyant et en les validant afin d’en faciliter l’exploitation par les équipes de data analysts et…
1701,Analyste Testeur Agile / Devops h/f,HAYS,,,"Vous disposez d’une expérience d’analyste testeur, d’analyste fonctionnel ou de développeur avec une appétence pour les tests, et vous désirez évoluer dans une…"
1702,Technico-Commercial h/f,HAYS,,,L’expertise IT LINK est sollicitée pour accompagner un de ses partenaires dans son projet ambitieux de développement d’applications et d’outils digitaux…
1703,INGENIEUR COMMERCIAL REIMS H/F,Selescope,,,"Notre société, acteur reconnu sur son marché intervient dans la vente de solutions pour tous types d’applications hydrauliques."
1704,Conseiller clientèle bancaire confirmé H/F,Yun Partners,,,"Vous avez un tempérament de développeur et vous disposez d'un bon relationnel.
Une PME nationale et familiale renforce ses équipes."
1705,Un Developpeur Java Angular sur Florange / Freelance,IT link,,,"Description de l'entreprise : Notre client XS Groupe, est une entreprise franco-allemande d’accompagnement de projets dans l’industrie, familiale et…"
1706,Lead Developer PHP-Symfony H/F,FORSTAFF,,,Muni d'un véritable tempérament de business développeur vous avez l'habitude de démultiplier les démarches directes et indirectes pour approcher vos cibles.
1707,RESPONSABLE DE SECTEUR EST H/F,JBL CONSEIL,,,Votre sens de la relation commerciale et votre tempérament de développeur vous permettront d'évoluer rapidement vers des métiers d'expertise ou de management.
1708,COMMERCIAL DISTRIBUTION B to B 67-68 F/H,HAYS,,,"Votre sens de l’engagement, votre réactivité, votre capacité d’adaptation ainsi que votre esprit de développeur seront des atouts pour réussir dans cette…"
1709,"Chef de secteur Nord-Est GSA, GSS H/F",OpenClassrooms,,,"Votre mental de développeur et votre persévérance dans la prospection et dans le suivi d'un portefeuille clients.
En quoi consiste le challenge ?"
1710,Gestionnaire de clientèle bancaire H/F,OpenClassrooms,,,Votre sens de la relation commerciale et votre tempérament de développeur vous permettront d'évoluer rapidement vers des métiers d'expertise ou de management.
1711,(ALTERNANCE) Développeur Java - Chez l’un de nos partenaires,OpenClassrooms,,,"La formation « Développeur d’Application PHP / Symfony » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1712,(ALTERNANCE) Développeur Frontend - Chez l’un de nos partenaires,OpenClassrooms,,,"La formation « Développeur d’Application Frontend » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1713,(ALTERNANCE) Développeur PHP/Symfony - Chez l’un de nos partenaires,UEM,,,"La formation « Développeur d’Application Python » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1714,Développeur Full Stack h/f,OpenClassrooms,,,"La formation « Développeur d’Application Java » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1715,Directeur ingénierie bâtiment H/F,Marine Nationale,,,"Rattaché à un groupe de développement de 5 à 10 collaborateurs, vous êtes en charge de la conception, de la réalisation du développement et de l'écriture de…"
1716,Ingénieur études et développement Java F/H,OpenClassrooms,,,"La formation « Développeur d’Application PHP / Symfony » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1717,Analyste Testeur Agile / Devops h/f,HAYS,,,La spécialité de Chef de bureau reporting - business intelligence ouvre droit à la PLS conformément à l’arrêté du 13 décembre 2019 modifiant l’arrêté du 20 mai…
1718,Technico-Commercial h/f,Selescope,,,"La formation « Développeur web » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1719,INGENIEUR COMMERCIAL REIMS H/F,IT link,,,"Vous avez un tempérament de développeur et vous disposez d'un bon relationnel.
Une PME nationale et familiale renforce ses équipes."
1720,Conseiller clientèle bancaire confirmé H/F,Pharmagest,,,"Notre société, acteur reconnu sur son marché intervient dans la vente de solutions pour tous types d’applications hydrauliques."
1721,COMMERCIAL DISTRIBUTION B to B 67-68 F/H,Yun Partners,,,L’expertise IT LINK est sollicitée pour accompagner un de ses partenaires dans son projet ambitieux de développement d’applications et d’outils digitaux…
1722,"Chef de secteur Nord-Est GSA, GSS H/F",HAYS,,,"Au cœur des mutations du système de santé, toujours plus centré sur le patient, nous sommes à la pointe de tous les défis technologiques allant du logiciel…"
1723,Gestionnaire de clientèle bancaire H/F,Pharmagest,,,Muni d'un véritable tempérament de business développeur vous avez l'habitude de démultiplier les démarches directes et indirectes pour approcher vos cibles.
1724,(ALTERNANCE) Développeur Web - Chez l’un de nos partenaires,JBL CONSEIL,,,Votre sens de la relation commerciale et votre tempérament de développeur vous permettront d'évoluer rapidement vers des métiers d'expertise ou de management.
1725,Officier commissionné - Data Engineer H/F,FORSTAFF,,,"Vous disposez d’une expérience d’analyste testeur, d’analyste fonctionnel ou de développeur avec une appétence pour les tests, et vous désirez évoluer dans une…"
1726,Chef de bureau reporting / business intelligence H/F,HAYS,,,"Votre mental de développeur et votre persévérance dans la prospection et dans le suivi d'un portefeuille clients.
En quoi consiste le challenge ?"
1727,(ALTERNANCE) Développeur Python - Chez l’un de nos partenaires,Marine Nationale,,,"Votre sens de l’engagement, votre réactivité, votre capacité d’adaptation ainsi que votre esprit de développeur seront des atouts pour réussir dans cette…"
1728,Développeur Java,OpenClassrooms,,,Votre sens de la relation commerciale et votre tempérament de développeur vous permettront d'évoluer rapidement vers des métiers d'expertise ou de management.
1729,(ALTERNANCE) Développeur Java - Chez l’un de nos partenaires,OpenClassrooms,,,Il sera responsable de la qualification des données en les nettoyant et en les validant afin d’en faciliter l’exploitation par les équipes de data analysts et…
1730,(ALTERNANCE) Développeur Python - Chez l’un de nos partenaires,OpenClassrooms,,,"La formation « Développeur d’Application Frontend » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1731,Chef de bureau reporting / business intelligence H/F,UEM,,,"La formation « Développeur d’Application Python » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1732,Officier commissionné - Data Engineer H/F,OpenClassrooms,,,"La formation « Développeur d’Application Java » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1733,(ALTERNANCE) Développeur Web - Chez l’un de nos partenaires,OpenClassrooms,,,"Rattaché à un groupe de développement de 5 à 10 collaborateurs, vous êtes en charge de la conception, de la réalisation du développement et de l'écriture de…"
1734,Développeur Java Angular H/F,OpenClassrooms,,,"La formation « Développeur d’Application Java » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1735,Analyste Testeur Agile / Devops h/f,polymont,,,"La formation « Développeur d’Application Frontend » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1736,Directeur ingénierie bâtiment H/F,Pharmagest,,,"La formation « Développeur d’Application PHP / Symfony » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1737,Conseiller clientèle bancaire confirmé H/F,HAYS,,,"Au cœur des mutations du système de santé, toujours plus centré sur le patient, nous sommes à la pointe de tous les défis technologiques allant du logiciel…"
1738,Technico-Commercial h/f,HAYS,,,"Notre société, acteur reconnu sur son marché intervient dans la vente de solutions pour tous types d’applications hydrauliques."
1739,INGENIEUR COMMERCIAL REIMS H/F,Selescope,,,"Vous avez un tempérament de développeur et vous disposez d'un bon relationnel.
Une PME nationale et familiale renforce ses équipes."
1740,Ingénieur études et développement Java F/H,Yun Partners,,,Muni d'un véritable tempérament de business développeur vous avez l'habitude de démultiplier les démarches directes et indirectes pour approcher vos cibles.
1741,"Chef de secteur Nord-Est GSA, GSS H/F",IT link,,,L’expertise IT LINK est sollicitée pour accompagner un de ses partenaires dans son projet ambitieux de développement d’applications et d’outils digitaux…
1742,COMMERCIAL DISTRIBUTION B to B 67-68 F/H,FORSTAFF,,,Votre sens de la relation commerciale et votre tempérament de développeur vous permettront d'évoluer rapidement vers des métiers d'expertise ou de management.
1743,Gestionnaire de clientèle bancaire H/F,JBL CONSEIL,,,"Vous disposez d’une expérience d’analyste testeur, d’analyste fonctionnel ou de développeur avec une appétence pour les tests, et vous désirez évoluer dans une…"
1744,(ALTERNANCE) Développeur Frontend - Chez l’un de nos partenaires,HAYS,,,"Votre mental de développeur et votre persévérance dans la prospection et dans le suivi d'un portefeuille clients.
En quoi consiste le challenge ?"
1745,(ALTERNANCE) Développeur PHP/Symfony - Chez l’un de nos partenaires,Marine Nationale,,,Votre sens de la relation commerciale et votre tempérament de développeur vous permettront d'évoluer rapidement vers des métiers d'expertise ou de management.
1746,Développeur Java,OpenClassrooms,,,"Votre sens de l’engagement, votre réactivité, votre capacité d’adaptation ainsi que votre esprit de développeur seront des atouts pour réussir dans cette…"
1747,(ALTERNANCE) Développeur PHP/Symfony - Chez l’un de nos partenaires,Marine Nationale,,,La spécialité de Chef de bureau reporting - business intelligence ouvre droit à la PLS conformément à l’arrêté du 13 décembre 2019 modifiant l’arrêté du 20 mai…
1748,Officier commissionné - Data Engineer H/F,OpenClassrooms,,,"La formation « Développeur web » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1749,(ALTERNANCE) Développeur Frontend - Chez l’un de nos partenaires,UEM,,,Il sera responsable de la qualification des données en les nettoyant et en les validant afin d’en faciliter l’exploitation par les équipes de data analysts et…
1750,(ALTERNANCE) Développeur Java - Chez l’un de nos partenaires,OpenClassrooms,,,"La formation « Développeur d’Application Python » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
1751,Développeur Java,OpenClassrooms,,,"Rattaché à un groupe de développement de 5 à 10 collaborateurs, vous êtes en charge de la conception, de la réalisation du développement et de l'écriture de…"
1752,(ALTERNANCE) Développeur Python - Chez l’un de nos partenaires,Marine Nationale,,,"La formation « Développeur d’Application Java » en alternance*.
OpenClassrooms propose des formations diplômantes dans des secteurs qui recrutent !"
